Year,Region/City,Number of Bedrooms,Number of Bathrooms,Square Footage,Listing Price,Sale Price,Days on Market,Property Age (Years),Property Type,Number of Garages
2015,Toronto,2,1,1580,722967,674862,29,9,Townhouse,3
2011,Windsor,5,4,1426,716543,692051,21,40,Condo,3
2017,Hamilton,5,3,841,443058,450085,51,86,Townhouse,0
2016,Guelph,5,1,1495,407493,380073,12,48,Detached,1
2010,Hamilton,3,4,1769,669321,705464,62,72,Detached,1
2014,Hamilton,3,1,1629,719900,682287,5,96,Townhouse,3
2021,Toronto,3,4,924,532140,500590,6,26,Condo,3
2015,Windsor,4,1,1998,595154,580186,14,82,Townhouse,0
2013,London,2,4,2159,749374,687349,31,37,Townhouse,3
2011,Hamilton,5,4,1456,1006211,966513,17,52,Detached,3
2022,Kitchener,5,1,2424,993059,951194,67,12,Townhouse,0
2023,Hamilton,3,4,1168,999763,908034,15,38,Condo,2
2013,London,5,4,991,597935,557568,18,98,Townhouse,3
2010,Toronto,5,4,1094,755543,691931,84,68,Detached,1
2016,London,1,1,1598,1047128,1029622,30,16,Condo,2
2011,Toronto,5,1,788,447061,389399,73,61,Condo,3
2022,Guelph,4,4,1375,708110,661187,87,24,Detached,2
2011,Toronto,3,4,2673,844433,791657,43,78,Detached,3
2018,Guelph,2,1,898,458974,445720,32,17,Townhouse,1
2014,Guelph,2,3,1281,885772,869665,21,95,Detached,3
2011,Toronto,1,4,1085,1109398,1069784,41,4,Detached,1
2020,Kitchener,2,3,1386,1044916,954997,87,50,Detached,3
2018,Ottawa,2,1,1360,764448,757656,31,98,Detached,3
2018,Toronto,3,4,1232,962879,862464,80,3,Condo,2
2010,Hamilton,3,3,1437,456733,427930,71,8,Condo,0
2020,Kitchener,4,1,1753,855670,803178,72,12,Condo,1
2012,Kitchener,1,3,2054,739065,658987,51,35,Detached,2
2013,Hamilton,2,2,1386,770112,730782,79,66,Townhouse,0
2023,Ottawa,4,1,1502,820766,778075,38,53,Townhouse,2
2016,Kitchener,1,2,1685,877526,784131,22,93,Townhouse,1
2019,Guelph,2,1,1005,509582,426684,39,87,Townhouse,0
2013,Ottawa,2,1,1438,603908,532890,22,33,Condo,0
2011,Windsor,3,4,1297,748747,703126,74,18,Townhouse,0
2016,Hamilton,5,2,1880,444267,396560,38,58,Condo,1
2015,Ottawa,1,2,2200,827449,809619,37,86,Townhouse,1
2012,Toronto,2,2,1189,966543,925068,76,78,Townhouse,2
2015,Ottawa,1,1,2011,1078428,1026407,88,93,Condo,3
2020,Guelph,4,2,916,819283,770291,88,45,Condo,3
2015,Toronto,4,2,1580,1177277,1118394,47,15,Townhouse,3
2021,London,5,4,1603,792991,709647,86,15,Detached,3
2014,Hamilton,2,3,906,548642,543983,31,45,Townhouse,2
2013,Hamilton,3,3,1168,788809,757807,52,68,Townhouse,1
2019,Ottawa,2,2,1129,758865,674532,73,69,Townhouse,2
2021,Kitchener,1,2,975,903231,779245,75,67,Condo,0
2010,Toronto,4,2,433,854125,836337,26,76,Townhouse,1
2019,London,1,2,1417,839854,808616,38,62,Detached,1
2015,Toronto,5,3,1465,993382,982642,47,84,Townhouse,3
2011,Hamilton,4,4,1462,714008,725104,81,44,Detached,2
2022,Toronto,3,1,1806,907744,849510,20,20,Detached,3
2012,London,4,2,724,856173,788346,18,39,Detached,1
2023,Kitchener,2,2,1347,822789,781778,43,39,Townhouse,3
2017,Ottawa,2,3,2523,786859,745576,75,1,Condo,0
2019,Guelph,4,2,1854,545743,499077,16,67,Condo,1
2023,Toronto,5,4,1856,749217,716276,88,47,Townhouse,0
2023,Guelph,2,4,1093,762041,713349,59,73,Townhouse,1
2015,Hamilton,2,2,1421,655455,563849,10,54,Detached,3
2012,Ottawa,3,3,580,528422,503244,44,20,Townhouse,1
2016,Windsor,4,2,1734,688695,647187,17,9,Condo,1
2013,Ottawa,2,2,2060,705314,659144,73,95,Townhouse,2
2023,Toronto,5,3,920,531937,498963,28,28,Townhouse,2
2018,Kitchener,1,4,1036,531728,479691,78,64,Townhouse,0
2014,Ottawa,4,1,1487,381611,406609,63,35,Detached,2
2012,Toronto,3,2,1561,859014,791827,50,40,Townhouse,1
2011,Toronto,2,4,1283,995607,974774,77,2,Townhouse,2
2020,Guelph,5,2,1173,803220,778440,48,3,Townhouse,3
2011,Ottawa,4,1,1178,719137,674162,80,14,Condo,2
2012,Toronto,5,3,1480,521998,513689,15,81,Detached,0
2011,Guelph,5,4,1734,359024,269088,65,99,Detached,1
2023,London,3,1,1480,793405,768121,40,68,Condo,3
2013,Windsor,4,2,1442,923133,794153,76,47,Detached,3
2011,Guelph,2,1,796,633518,564612,14,94,Condo,0
2019,Guelph,3,4,1846,1011081,978130,82,54,Detached,2
2018,Toronto,2,3,1479,662222,621414,5,58,Detached,1
2011,Hamilton,1,2,1325,1016999,962542,67,62,Detached,0
2018,Hamilton,5,3,1602,643840,542879,16,51,Townhouse,3
2022,Kitchener,1,3,1162,267413,188905,9,78,Detached,3
2015,Hamilton,5,1,1333,925271,849014,82,48,Townhouse,3
2010,Guelph,3,1,1543,615430,574598,40,27,Townhouse,0
2013,Kitchener,2,4,1228,491507,458515,21,77,Townhouse,3
2023,Toronto,2,4,841,896318,827196,62,55,Condo,1
2010,Ottawa,3,3,776,622125,532118,26,84,Detached,3
2023,Windsor,4,4,1678,517420,471561,35,49,Detached,0
2015,Windsor,1,3,1487,1062281,1032822,30,24,Detached,0
2023,Guelph,1,2,1473,759050,740049,17,10,Townhouse,3
2022,Guelph,2,3,1035,512981,513186,67,7,Detached,0
2013,Kitchener,2,4,1491,707374,670779,71,17,Townhouse,2
2012,Toronto,2,4,1339,1226512,1184144,67,22,Townhouse,0
2012,London,3,3,1259,822472,773074,15,59,Townhouse,2
2018,Guelph,4,1,1469,671630,605381,73,44,Townhouse,0
2015,London,1,3,1618,900275,864339,68,11,Detached,0
2018,London,5,3,2199,709132,605274,72,42,Townhouse,0
2022,Hamilton,3,1,1726,698118,682279,36,23,Condo,3
2014,Toronto,1,2,1843,668726,598243,78,60,Condo,0
2011,Windsor,4,1,1941,970789,957376,14,86,Condo,1
2017,Windsor,3,4,1194,838950,814464,58,62,Townhouse,3
2014,London,1,1,1371,1084448,1026018,59,54,Detached,2
2011,Windsor,3,4,1138,861377,780067,86,82,Detached,1
2013,Toronto,1,4,1227,1105520,1063907,66,90,Townhouse,1
2018,Hamilton,1,3,1328,930017,877479,59,94,Townhouse,1
2013,Toronto,4,3,1217,748010,660129,86,13,Townhouse,1
2022,Guelph,5,2,1589,772924,759589,39,68,Condo,0
2021,London,4,4,1673,1165574,1092478,71,27,Townhouse,0
2021,Toronto,1,3,977,1060763,1031435,69,40,Townhouse,1
2021,Windsor,3,4,1375,1109351,1052059,21,74,Detached,3
2022,Ottawa,4,2,1379,598509,532317,46,92,Detached,1
2023,Toronto,5,4,911,424966,410239,63,85,Condo,2
2013,London,1,2,1193,631366,603763,74,75,Condo,1
2011,Hamilton,4,2,1849,833096,763121,15,84,Condo,0
2022,Windsor,4,2,1844,670887,628691,82,83,Condo,2
2021,Hamilton,4,3,848,805481,776891,32,10,Townhouse,3
2015,London,4,1,1688,709757,653916,43,15,Townhouse,1
2022,Windsor,3,1,911,447060,429443,58,45,Condo,2
2020,Guelph,5,3,1339,885779,871259,15,53,Condo,1
2023,Windsor,5,4,1461,806173,827824,62,82,Detached,3
2011,Guelph,1,3,1801,1065870,1005077,44,7,Detached,3
2021,Hamilton,2,4,1430,831971,781012,8,30,Detached,2
2016,Hamilton,3,2,1094,956530,890313,68,78,Condo,3
2012,London,1,3,1026,636145,549490,52,30,Detached,2
2012,Guelph,1,1,1567,869401,826641,74,27,Condo,3
2014,Hamilton,4,4,1246,961715,913802,87,49,Townhouse,0
2012,Guelph,2,3,1336,911273,850977,35,57,Condo,2
2011,Hamilton,2,3,1888,754690,721793,6,64,Townhouse,1
2019,Windsor,3,4,1673,870089,863821,47,63,Townhouse,2
2018,Toronto,2,2,2134,924549,909098,45,48,Condo,3
2011,Ottawa,1,2,1092,1040277,991472,64,41,Detached,3
2023,Windsor,2,2,1216,687776,607783,79,81,Condo,3
2020,Kitchener,2,2,1573,576635,479616,50,30,Detached,1
2011,Toronto,5,4,2227,633737,592279,44,82,Townhouse,1
2022,Kitchener,1,1,1182,829080,774045,63,3,Townhouse,3
2017,Hamilton,2,3,1515,800878,694754,49,92,Townhouse,0
2018,Ottawa,2,3,2028,925463,859959,46,37,Townhouse,2
2016,Ottawa,4,2,1519,966155,912039,25,30,Condo,3
2012,Hamilton,2,4,1908,422959,366655,7,54,Townhouse,0
2018,Hamilton,2,1,2282,703785,636327,70,85,Detached,1
2012,Guelph,5,1,1618,842446,829055,15,84,Detached,3
2014,Hamilton,1,3,1683,1023035,950219,28,86,Townhouse,2
2018,London,3,2,1797,789323,726150,54,85,Condo,2
2021,Hamilton,1,3,1138,1073090,990443,25,88,Townhouse,1
2023,London,4,3,907,910275,845452,29,85,Townhouse,3
2023,Hamilton,1,1,1563,876155,795518,8,7,Detached,3
2012,Guelph,2,4,1249,777955,755642,47,8,Condo,3
2016,London,4,1,1921,795077,762970,51,86,Condo,0
2021,Toronto,1,3,1625,866156,811575,27,86,Detached,0
2010,London,4,2,1914,760924,733461,64,63,Detached,3
2013,Windsor,3,2,1019,1022512,946848,25,63,Detached,2
2013,Guelph,1,4,1900,975915,968382,70,64,Condo,0
2016,Kitchener,2,4,580,1039598,994386,55,30,Detached,2
2017,London,4,4,1052,592020,559015,19,98,Detached,0
2010,Windsor,5,3,1752,585451,557724,62,93,Detached,1
2014,Windsor,4,3,1298,897580,888710,30,10,Townhouse,1
2016,Windsor,5,4,1337,783876,732622,63,69,Condo,1
2021,Hamilton,2,2,1542,851768,804262,49,49,Condo,2
2013,Windsor,3,2,2068,576515,469384,70,39,Townhouse,2
2022,Hamilton,5,2,731,508406,383769,39,34,Condo,3
2013,Kitchener,3,3,1999,846516,828556,68,10,Detached,3
2013,Guelph,4,1,2022,648023,655113,88,9,Townhouse,1
2021,Ottawa,2,2,1298,942821,928841,81,60,Detached,1
2015,Hamilton,5,2,1222,676925,628781,31,96,Detached,0
2016,Windsor,4,2,1452,622505,538750,84,5,Detached,1
2011,Windsor,1,4,1213,346669,311113,35,35,Detached,1
2014,Toronto,4,3,1637,1049509,982161,16,11,Condo,1
2013,Windsor,3,4,1690,939510,913482,49,42,Townhouse,2
2023,Guelph,2,4,878,500860,465474,36,80,Townhouse,2
2022,London,2,1,1131,400508,345505,58,91,Detached,1
2012,London,4,4,1025,680584,630919,70,20,Townhouse,0
2016,Windsor,1,1,1585,989464,940546,36,51,Townhouse,0
2020,Toronto,3,4,1848,694583,677037,19,1,Detached,3
2021,Hamilton,4,2,1070,758576,671800,59,90,Detached,1
2015,Guelph,4,3,1846,998117,911568,45,11,Condo,2
2023,Toronto,2,4,1130,602346,515294,44,61,Condo,1
2016,Hamilton,3,1,1787,663576,633893,76,79,Detached,0
2014,Guelph,1,3,1386,843917,790336,53,39,Condo,2
2022,Windsor,2,1,1323,743961,709708,42,48,Condo,2
2015,London,4,2,1956,624561,603803,60,82,Townhouse,2
2014,Guelph,2,4,2215,941449,882901,38,88,Detached,3
2023,Windsor,2,3,723,903567,917237,5,28,Townhouse,1
2016,Kitchener,5,2,1739,966435,891030,14,89,Townhouse,1
2011,Ottawa,2,4,1570,769339,754220,44,87,Detached,1
2023,Guelph,2,4,1763,447822,407213,20,75,Townhouse,0
2020,Ottawa,3,1,924,802150,820223,50,97,Condo,2
2014,Guelph,2,1,1066,565640,461408,28,80,Condo,2
2015,Ottawa,1,2,1231,394615,324869,18,36,Condo,0
2015,Kitchener,4,1,1585,745057,692481,43,87,Condo,3
2014,London,3,2,1206,820352,790996,22,70,Condo,0
2019,Hamilton,2,2,1370,1119655,1101627,88,62,Townhouse,2
2016,Ottawa,1,2,1832,558879,514889,45,88,Detached,3
2019,Kitchener,4,1,2319,935410,876344,60,70,Townhouse,3
2017,Ottawa,3,3,1803,480216,437112,40,10,Townhouse,2
2016,London,1,2,1843,1054022,988095,28,86,Condo,0
2014,Ottawa,2,3,1427,659870,554199,33,87,Condo,1
2010,Kitchener,5,4,1143,733033,715228,26,5,Townhouse,1
2022,Windsor,5,1,1369,735596,678502,15,28,Townhouse,1
2014,Kitchener,3,1,1476,951791,849555,45,59,Detached,0
2019,Toronto,1,3,1035,509905,469228,53,9,Detached,2
2011,London,4,4,1826,764518,718690,15,39,Detached,0
2022,Windsor,1,4,2107,671737,607900,56,92,Detached,1
2014,Toronto,5,2,1548,1239609,1169327,71,62,Detached,1
2014,London,3,1,1933,583004,501511,89,89,Condo,1
2011,Windsor,2,4,1983,283587,230309,79,38,Detached,0
2014,Ottawa,1,4,1086,1138919,1112765,12,91,Townhouse,0
2022,Windsor,5,2,804,898267,831445,35,24,Condo,1
2013,Kitchener,4,2,1300,642525,621533,78,64,Townhouse,3
2010,Toronto,3,3,1538,793557,733599,10,43,Condo,1
2012,Ottawa,2,1,1021,639801,587484,85,16,Condo,2
2010,Kitchener,1,4,2068,408600,357018,75,66,Detached,0
2021,London,4,3,2279,767145,719614,17,66,Townhouse,3
2020,Windsor,2,1,1571,765712,685655,10,69,Detached,3
2014,Kitchener,5,3,1107,867869,799328,71,46,Townhouse,2
2013,Ottawa,5,1,1694,605400,534563,31,21,Townhouse,1
2016,Toronto,4,1,1106,645054,608964,49,60,Detached,1
2014,Toronto,5,4,1957,724686,723949,30,10,Detached,1
2019,Windsor,3,1,1407,603830,565744,8,18,Condo,2
2023,Kitchener,4,2,1790,1027352,964280,41,90,Condo,0
2013,Ottawa,5,4,1860,969824,918853,25,84,Condo,0
2011,Guelph,1,2,1715,696823,659807,32,41,Townhouse,2
2013,London,5,3,2214,906916,850274,86,36,Detached,0
2021,London,3,3,1571,552342,510358,36,85,Condo,2
2011,Ottawa,2,1,1298,707729,656266,57,66,Detached,2
2017,Guelph,2,1,659,1092715,1102379,37,46,Condo,3
2012,Toronto,5,2,586,929174,856160,30,97,Condo,3
2018,Windsor,2,2,1760,857816,789432,21,23,Detached,0
2022,Hamilton,5,2,1426,728290,614923,60,39,Condo,3
2013,Hamilton,3,3,1173,791612,762971,88,95,Detached,0
2022,Windsor,2,2,1054,506322,471418,34,4,Condo,2
2015,Ottawa,1,4,1796,735322,680095,9,41,Detached,0
2019,Guelph,5,4,1106,875206,826230,10,3,Condo,3
2014,Guelph,2,3,2152,794715,697320,66,53,Condo,0
2019,London,3,2,2440,794717,756967,14,74,Townhouse,3
2022,Toronto,3,2,1139,669120,623732,74,96,Detached,2
2010,Kitchener,1,1,1767,618450,585317,14,36,Condo,1
2018,Guelph,3,4,1676,600154,504446,89,49,Townhouse,2
2010,Windsor,3,3,1104,749623,685008,48,27,Detached,3
2017,Kitchener,2,2,1107,946848,849722,60,53,Condo,0
2018,Hamilton,5,1,1450,628293,490842,8,49,Condo,3
2018,Kitchener,4,3,1044,808152,781037,17,83,Condo,3
2010,Toronto,3,3,1936,803095,720750,78,1,Detached,1
2011,Windsor,3,4,1401,986025,943728,84,90,Townhouse,0
2021,Toronto,4,2,1051,802676,773306,23,46,Condo,3
2022,Kitchener,3,3,1464,502430,496419,74,62,Townhouse,2
2010,Ottawa,2,1,1686,1224975,1111125,66,77,Detached,2
2019,Guelph,2,1,1210,994338,914277,13,99,Detached,3
2011,Windsor,4,3,702,896638,853401,50,66,Condo,3
2019,Ottawa,3,1,1550,684900,616242,60,22,Condo,3
2021,Kitchener,3,3,1013,736214,740483,78,39,Condo,3
2017,Guelph,5,1,1182,515522,468354,44,92,Townhouse,2
2014,London,3,3,1687,733253,706111,71,44,Townhouse,1
2021,Ottawa,2,3,1264,835139,741772,87,2,Condo,3
2020,Ottawa,1,3,1443,794957,699574,66,75,Detached,0
2016,Kitchener,1,1,2081,1150511,1073798,50,59,Detached,1
2011,Hamilton,1,3,1359,934197,855777,10,90,Condo,2
2017,Kitchener,1,4,2308,994720,964217,33,28,Townhouse,3
2020,Ottawa,3,3,1795,908033,836525,23,90,Detached,3
2015,Guelph,3,2,1127,832527,823909,19,81,Townhouse,3
2017,Hamilton,5,2,1309,890962,886387,61,67,Condo,3
2010,Kitchener,3,4,994,403174,356339,42,14,Townhouse,0
2010,Windsor,1,3,1754,747926,682021,25,16,Townhouse,3
2021,Kitchener,4,2,2029,520446,452502,55,51,Townhouse,2
2016,Ottawa,4,3,1356,564010,551721,43,28,Detached,0
2017,Ottawa,2,2,755,1038724,1035272,24,92,Townhouse,1
2022,London,2,1,1644,584691,548238,6,53,Townhouse,1
2012,Kitchener,3,1,1155,535268,511561,36,52,Townhouse,1
2014,Ottawa,4,4,1215,877915,809555,8,25,Condo,3
2021,Windsor,1,4,1624,786264,766650,11,57,Townhouse,1
2010,Toronto,1,3,1992,889252,780923,7,9,Townhouse,0
2016,Hamilton,1,4,1795,1151181,1090311,29,11,Detached,0
2014,Toronto,3,3,1671,914551,868959,13,45,Condo,1
2017,Hamilton,3,1,1437,489878,474298,30,85,Townhouse,1
2022,Windsor,5,1,971,986579,976213,68,2,Detached,0
2017,Kitchener,1,2,1639,756015,715643,22,54,Detached,2
2018,London,1,3,1787,833589,800955,6,34,Townhouse,1
2016,Ottawa,3,1,1261,469317,471271,5,42,Detached,0
2020,Ottawa,3,1,1353,900650,809502,52,77,Detached,1
2010,Ottawa,5,3,1944,539705,522862,84,69,Detached,0
2022,Kitchener,5,2,1343,906849,846271,67,11,Detached,3
2012,Hamilton,2,2,1391,655427,592161,40,29,Townhouse,1
2017,Windsor,4,2,1464,944432,942998,67,92,Townhouse,1
2012,Ottawa,1,2,1766,540988,502530,79,92,Detached,2
2017,Toronto,1,1,1617,487846,480135,30,5,Townhouse,2
2010,Ottawa,5,3,1587,691722,629495,10,20,Townhouse,2
2014,Kitchener,5,3,2107,853263,801388,30,39,Detached,2
2013,Windsor,2,1,1336,570968,523287,47,74,Detached,1
2014,London,4,1,1119,840766,815372,5,32,Detached,1
2017,Windsor,2,1,1908,974881,889450,13,29,Townhouse,2
2019,Toronto,4,4,1592,535278,496613,31,66,Townhouse,2
2023,Ottawa,1,3,1264,841074,835395,75,1,Condo,1
2013,Ottawa,2,3,1356,907956,886285,7,84,Condo,3
2020,Guelph,5,3,990,761424,771637,65,1,Detached,0
2013,Hamilton,2,2,1592,783503,753134,77,4,Condo,2
2012,Toronto,2,1,915,518220,495492,6,15,Townhouse,0
2016,Guelph,1,1,1772,887491,816654,78,47,Condo,3
2012,Windsor,5,1,1291,812242,745076,85,30,Condo,3
2021,London,5,4,942,830133,773754,35,6,Detached,3
2012,Hamilton,3,3,1938,1212934,1134521,69,1,Townhouse,1
2020,Toronto,3,1,2402,758666,744019,22,71,Townhouse,0
2019,Ottawa,3,4,1674,864530,804981,10,62,Townhouse,3
2014,Windsor,1,1,1385,1057622,1050763,46,64,Townhouse,2
2014,Toronto,2,2,1115,790341,754647,72,5,Condo,3
2023,Ottawa,5,3,1604,656684,596449,8,54,Detached,2
2015,Hamilton,5,4,1754,879675,845628,8,49,Condo,2
2017,Ottawa,2,1,1502,662998,564001,69,7,Townhouse,3
2019,London,5,3,1858,1039868,1000310,45,3,Detached,2
2015,Windsor,2,4,2105,902943,828920,47,76,Detached,2
2021,Kitchener,1,3,996,627787,585723,59,61,Townhouse,1
2010,Ottawa,1,3,1617,550564,496614,23,79,Townhouse,0
2017,London,1,2,738,831269,792220,25,84,Detached,1
2017,Kitchener,2,3,1174,851099,795785,62,41,Townhouse,1
2018,Windsor,2,4,1787,551050,449251,34,21,Townhouse,1
2018,Hamilton,4,3,1481,957148,860854,11,32,Townhouse,0
2011,Hamilton,5,4,855,933050,897666,73,12,Townhouse,0
2011,Windsor,5,3,1919,868312,825183,68,7,Detached,3
2012,Windsor,4,1,1282,951561,900036,6,51,Detached,1
2010,Toronto,4,2,1840,602057,532795,71,45,Condo,0
2013,London,1,1,1705,613712,508078,83,95,Condo,3
2023,London,4,2,1166,748054,659476,78,65,Detached,1
2013,Windsor,2,4,1847,673111,631114,13,60,Condo,1
2023,Guelph,3,2,1627,900432,838342,27,75,Townhouse,2
2018,Guelph,2,3,1570,961103,904332,18,45,Townhouse,0
2018,Kitchener,4,3,1312,659302,627475,58,34,Detached,2
2018,Kitchener,5,1,1058,626439,546033,49,83,Condo,1
2019,Guelph,2,2,1332,970959,996379,20,11,Townhouse,1
2016,Windsor,5,4,1323,603602,523419,88,97,Condo,1
2023,Windsor,2,4,1840,742888,680532,76,33,Detached,3
2011,Kitchener,5,3,840,598023,602216,61,8,Detached,2
2019,Ottawa,2,4,2088,681628,662882,12,45,Condo,2
2014,Windsor,5,3,2110,498723,510699,29,72,Detached,1
2013,Guelph,3,3,1243,1056435,955532,45,98,Townhouse,2
2021,London,1,3,2060,1002461,982211,66,91,Townhouse,1
2020,Windsor,2,1,1097,638592,561287,81,93,Condo,1
2017,Windsor,3,1,1950,892611,814235,22,78,Condo,2
2011,Ottawa,1,3,1172,512856,466477,54,34,Detached,0
2015,Kitchener,2,3,1913,924351,894289,45,45,Detached,1
2022,Windsor,3,3,925,623194,557812,38,65,Condo,1
2014,Hamilton,3,4,1933,1043515,987053,85,73,Detached,2
2021,Toronto,3,3,2015,902192,824105,16,52,Condo,2
2011,Guelph,4,3,912,726890,712090,84,10,Condo,2
2020,Hamilton,5,2,2202,718360,637688,81,94,Townhouse,1
2019,Kitchener,1,2,1907,828897,738467,79,43,Detached,0
2010,London,5,2,700,615215,572919,82,82,Condo,0
2017,Toronto,5,2,1304,1024981,1003661,46,81,Townhouse,0
2011,Hamilton,5,3,1915,861196,825695,59,70,Condo,1
2016,Toronto,3,2,1789,992872,962076,63,11,Detached,2
2018,Guelph,5,4,1544,310076,265502,55,88,Townhouse,0
2018,Kitchener,4,4,1871,803215,775359,57,36,Detached,0
2017,Windsor,2,2,1150,849612,785917,85,97,Townhouse,0
2020,London,3,1,1518,799308,730208,13,97,Detached,1
2023,Kitchener,1,4,1161,804500,765271,7,18,Condo,2
2021,Toronto,2,4,1553,735773,744407,12,63,Condo,3
2019,Hamilton,2,2,1900,1251473,1188183,86,5,Condo,2
2018,Guelph,2,2,1812,848651,842905,63,31,Detached,2
2011,Guelph,5,3,1589,824494,767007,34,16,Townhouse,2
2015,Kitchener,5,4,1895,987314,935158,71,66,Detached,0
2013,Windsor,3,2,1935,688189,648059,59,9,Condo,2
2023,Hamilton,5,2,2218,542443,473099,38,2,Detached,0
2013,Windsor,5,3,1966,981435,920529,47,37,Townhouse,1
2014,Windsor,5,4,1762,733298,671668,32,84,Condo,3
2021,Hamilton,3,2,1873,1072144,997514,41,59,Detached,1
2012,Toronto,3,3,1597,1059602,1021987,34,81,Condo,1
2023,Kitchener,4,2,1388,335470,298274,75,58,Detached,3
2010,Kitchener,4,1,1847,814466,732150,66,89,Detached,2
2017,Ottawa,4,1,1802,1015321,946065,33,83,Condo,2
2014,Kitchener,4,2,1616,448948,413039,6,8,Townhouse,0
2012,Guelph,2,4,1422,873211,883323,61,52,Condo,2
2019,Toronto,2,1,1399,931579,869818,61,75,Townhouse,3
2023,Hamilton,4,3,1336,789046,724469,46,77,Condo,1
2016,Kitchener,4,2,2002,790491,776863,53,77,Condo,2
2016,Toronto,1,3,1971,1039662,1015119,61,73,Condo,0
2010,Kitchener,2,1,1954,501094,463329,75,69,Detached,1
2021,Hamilton,1,4,1079,966221,902652,22,82,Detached,1
2018,London,1,3,1356,891855,767348,74,52,Townhouse,0
2011,Hamilton,5,1,1397,1060343,976812,31,78,Condo,1
2014,Hamilton,3,1,1257,610371,605625,58,34,Detached,0
2022,Hamilton,2,1,2245,1095342,1058429,28,86,Detached,0
2023,Kitchener,4,3,1660,522314,475150,38,48,Condo,3
2014,Ottawa,4,1,1631,733919,668846,26,97,Condo,3
2023,Hamilton,3,2,1313,567363,541738,67,24,Condo,2
2017,Guelph,2,1,1844,944946,877411,40,93,Townhouse,3
2023,Guelph,4,2,2376,647613,613005,88,13,Condo,1
2017,Toronto,4,4,1532,1026944,959456,65,50,Detached,2
2023,Ottawa,5,2,1406,462377,410104,86,91,Detached,2
2016,Toronto,1,4,1463,710947,599585,46,65,Condo,0
2016,Guelph,4,4,1371,1157193,1077829,37,71,Townhouse,3
2021,Windsor,2,2,1498,647857,558441,78,4,Townhouse,0
2020,Guelph,3,4,1255,1011868,993598,13,64,Detached,2
2015,London,5,2,1145,939261,905224,29,74,Townhouse,0
2015,Hamilton,2,3,1491,538508,478693,17,99,Condo,1
2020,Windsor,5,4,1532,842273,829275,51,39,Townhouse,1
2018,Guelph,1,2,1390,1105735,1024374,49,63,Townhouse,2
2015,Kitchener,4,4,2082,718001,664087,9,58,Detached,1
2021,Kitchener,2,1,1666,662012,579015,35,16,Detached,3
2022,Toronto,3,2,1796,865692,801223,35,91,Detached,2
2022,Windsor,1,1,1807,757045,705700,75,84,Townhouse,3
2011,Toronto,1,4,1541,500806,454487,45,62,Detached,1
2011,Hamilton,5,4,1587,755638,728704,50,10,Detached,0
2022,Hamilton,1,3,1155,702937,677788,56,62,Townhouse,3
2014,London,2,2,1762,773191,696532,88,33,Townhouse,3
2013,Ottawa,5,1,1366,319330,249290,9,71,Townhouse,1
2020,Toronto,1,3,1244,872865,785843,16,42,Condo,3
2011,Hamilton,3,4,2020,473211,439582,25,44,Condo,3
2012,Toronto,2,4,967,949338,865661,13,46,Townhouse,0
2016,Hamilton,3,3,2187,1014421,969719,21,86,Detached,2
2017,Guelph,3,1,2155,402878,335480,28,81,Townhouse,1
2021,Toronto,5,4,1411,1059003,970257,31,73,Condo,0
2022,Guelph,4,4,2214,776625,664494,12,74,Detached,0
2015,Toronto,5,2,1144,1015392,933220,48,95,Condo,2
2020,Ottawa,2,3,1897,986229,930145,66,31,Condo,2
2014,London,2,4,1506,510943,444115,33,5,Condo,1
2022,Kitchener,5,1,777,629382,541912,87,18,Condo,1
2010,Kitchener,4,2,1247,1122842,1051545,78,6,Detached,1
2017,Kitchener,5,3,1430,551885,513863,28,50,Townhouse,0
2012,Guelph,2,1,1811,872184,803741,38,28,Detached,3
2015,Windsor,4,4,1309,648821,559712,64,24,Townhouse,2
2012,Hamilton,2,3,1390,619203,514831,35,69,Townhouse,1
2016,Kitchener,4,3,1716,796264,744400,8,28,Detached,1
2022,Ottawa,4,1,1695,1238273,1221776,13,58,Townhouse,0
2023,Kitchener,5,3,1463,953618,957008,81,67,Detached,1
2016,Toronto,5,1,1378,589261,515392,58,18,Detached,0
2021,Guelph,5,4,1875,839090,835093,5,4,Townhouse,3
2018,Windsor,4,2,1376,428117,368516,65,49,Townhouse,0
2014,Toronto,4,1,1024,349056,266726,77,32,Condo,2
2017,Windsor,2,2,1342,833825,788721,35,96,Townhouse,0
2019,Toronto,3,3,1718,942989,937868,49,83,Townhouse,3
2019,Toronto,5,1,1440,1112203,1100002,64,93,Townhouse,3
2017,London,2,4,1298,874583,852178,77,97,Detached,2
2010,London,2,1,998,801278,755000,88,66,Condo,0
